1-item-one,1-item-three,1-item-two
1.521246343398017,18.013868695632457,12.719340955913484
1.1803872279294727,11.12295945285939,15.868845096844185
7.845291391089981,16.351356549013165,0.8280673498184009
7.935795585778446,14.785461039495159,4.183734860784496
0.026467282788346272,19.728003747808934,10.489315089946462
8.188799040785755,17.059024988121195,7.383942804056295
2.9266588900743735,17.963348971582306,12.087021064182142
1.211091323369284,18.781129559828603,10.630150937529681
7.750441200722863,15.513139824280648,9.132183281058447
5.491842999183247,16.84659523553279,10.390069057098572
4.31410476891715,16.21955179279322,12.236225517685826
2.0856192558239632,18.42725262840166,10.088640166265625
8.123090994101648,15.368678468839367,2.5245377718512025
9.794646568839795,15.29016343784054,0.05216328265410661
1.4528005252446807,19.271347429932202,10.692701118741976
6.554420004589055,17.732721691176152,3.924999157588087
1.8566333400072497,13.921509558036592,10.706456689358937
4.326680252756399,15.134578049502469,9.982248205997422
3.861026930772857,17.477170924775585,4.973438978442007
4.606776427664629,16.5832781955191,8.987008028252193
3.935296009402212,18.263865589277003,4.677738174040126
0.37173884047364764,18.30892649860725,13.37121466462083
2.4189084990104885,16.743485732977632,8.938577023709303
3.8273739749453037,17.91215254112872,8.298952557289068
4.2008140707752215,14.001814814354947,13.165165960585055
3.5101538190164505,15.379858663047122,6.298891284362037
5.693007112134766,10.16161657473876,9.229104296774228
1.46201263136718,17.35913161133336,8.55664278810606
8.294600276786715,12.889229776143434,7.580024623637096
1.917982867880554,18.862276510644104,7.725905417130765
9.2396690067993,16.62195651190553,6.5906811848422215
8.082652199209294,13.825350507291423,4.598190290610614
5.741227593292746,13.057795669594466,6.547277484986336
4.505620022771816,18.233469034144974,7.116562433838249
6.291179100490205,13.308592368575155,5.418107395392763
8.411881593983727,16.555929518821728,4.18339769021285
8.401819656161273,18.45247541960243,2.8798255462980773
1.584186750797473,14.403312756415962,13.63172037202591
0.9058715634751038,17.063921844433672,13.77588828287996
1.4117828029105448,16.71779079754198,11.765629591235104
5.050154226263817,17.330023194417006,4.37738199323184
0.08653402304539062,13.201383318393635,15.051687125846547
7.210081379002824,17.43403792035182,2.073398882260518
1.3969178823187243,14.433619154427305,14.859620333066134
0.16891623778934647,17.31430272143026,9.536960419133873
4.273882968594786,16.678142457148656,7.83258913959698
6.8135130440145195,13.202903026501684,6.173890991244965
2.9261874855885335,19.060708858906047,4.932375964575374
8.471276495196147,16.82329140892623,2.385011830223692
8.827275952920111,18.539903210377453,3.6390683133599304
1.1485475874945865,19.243571980973982,11.134167587003896
1.7513820787118919,13.109803367578202,11.998713695594411
6.926098383905689,17.271446840930643,6.810598603130291
4.144516777829855,19.330320690112938,1.8640892205525874
7.003937539187798,18.938520812373767,2.353811875946476
5.6761173664167694,18.709591013368865,6.3026321731916575
9.28519437905004,17.579625240588296,1.0433207331255616
1.1795400885299705,16.83759675954194,13.432458153063784
6.862606389207043,15.370133635182498,8.759408856904665
7.317997496341601,18.10908243152683,0.5229398134740803
4.626789810553774,18.44384676468543,4.503225059874561
5.48068468689249,16.60608954120149,9.495787035158216
0.9386970948296182,19.593388151300672,12.449044078457403
4.382980379500277,18.034076740967105,8.649171382297016
1.4923841358551828,18.222673619468196,6.523703885193363
7.934510578744076,12.728470402716209,9.772459970858975
0.29672776279137814,12.427514120775815,19.0801616966221
8.750655671950371,12.061616947853775,10.463676608803233
7.412937196758518,15.860994636605165,6.578863544507504
7.41474907527912,10.189418509338974,9.050717844926858
8.455955323351127,17.824249597971992,0.5856048428915313
7.899701664768653,18.50613537098608,5.468912446694453
9.332127001238423,16.764734772689348,1.693593526199052
3.5378018154062074,16.995889830614068,10.503489019156245
9.695410971293514,15.618775602782545,6.8001515917629245
0.842205899254148,16.433295069102236,7.76065370081721
3.4027834513522652,18.769478248583788,10.727763130774548
0.586796940833808,16.455158416910507,11.149744165423566
8.37337481151654,17.761892684979873,5.814771680030804
2.493457544607448,15.992030230980191,6.920607177404149
5.1524913194342234,16.857029056841554,10.840037138488894
3.15988953707869,18.685671960598484,6.374042408305797
2.1558026591102113,19.25229499111815,9.72723236571591
1.5557076347888112,16.22904691331894,10.751280423898542
6.175989413367693,15.795559600148467,10.025431116813227
9.81152055425196,17.810103868901315,2.506239284992245
5.995002429008734,17.332845490200718,2.6361768212470915
6.221688799824031,17.98848394881079,0.8420519958249868
0.6972519719653372,18.814600900773144,8.269326815536179
8.031796722963746,14.622669004244536,2.6675247530987276
3.475674171016194,17.91117842001143,6.600803354739147
4.533817289071293,13.151223118685683,15.110260917955774
9.06030887690234,15.335258750736026,1.1772407329355623
4.173679041469321,17.36827327323664,10.80804519561755
3.8376815593041873,18.37793249659101,9.100539247034234
8.227752585998758,14.94412627207757,4.754791718149739
9.273643326971916,16.63623895738604,0.683902904936706
6.811280739368653,19.704507123666062,5.119531511277868
0.6601009852824719,18.30191050817964,10.472309285796806
2.5684380237351254,19.052407510780064,4.3676255788435805
7.0809616050946556,17.33177894635501,3.050251902671162
9.74294747318211,17.757731684438745,1.987684876127513
6.356683776510649,17.664305846443014,4.38260737203224
3.7613482131414377,10.920631084549594,16.84893045117915
6.28648208174877,19.73454532427903,3.699063432598809
3.077502485223608,18.078766857221623,5.680507839625253
8.809231691798598,15.194471264249671,4.7937208514030045
6.379830889944907,18.322403413879357,2.9818980474357577
6.477129938152734,17.21438749821479,4.98955865847369
6.223327106249103,13.507436016572871,10.6638857975537
5.701313303577401,17.638836083672697,7.973456481352805
6.547815656481122,16.752831855149083,9.05276367990093
0.4405942901585861,16.085578785444202,8.628904683559664
3.585490237197495,10.513219798681828,10.935412073822102
4.197293029188868,16.821038164330993,11.071189222404772
0.3899885903575823,18.4513919852228,7.822606214911972
6.501403811009508,19.02798355079807,1.127097204777637
6.163450554329561,14.936223906508989,11.219827035687125
7.664525323462348,18.25071387282896,6.0062022362306955
4.211599684199036,13.853482072518252,10.291526465871959
4.123210563997699,15.811274629946114,9.127723295468032
7.322331201836851,16.324774418498627,5.716610743572234
7.678683946668357,16.27012327033194,5.175727977086191
5.792892501955915,19.59470286772897,6.62200322614834
2.8752177926486695,16.057381805487694,8.616486471951532
3.4601422989445165,18.345161778705915,9.872720454361444
7.505377932671164,11.90597052111748,9.477727338904256
5.597334098859182,14.66778706043669,10.436355437996387
2.987394918155262,13.892463059177658,9.263981571324791
0.709905820977291,19.867122178701074,6.633219868630568
5.409146112538367,18.658782798720793,4.579011710899276
5.48260700837595,15.376887840898748,7.347397234118768
9.806110828812137,18.780080971116483,4.268897298908437
0.2908942665486144,16.33223484587587,13.066231109049749
3.5846159064864946,16.939825691749405,5.494983463228998
8.576104322976487,13.967877311752197,6.313467469967908
4.9036956225970965,16.91577360320141,8.187901783662362
1.6470654395135909,18.57587108241546,7.010774278647997
2.103723904697115,14.985859261483347,14.42877830635557
0.09570381306454669,17.229036415733454,14.497050024629202
1.7699325314322625,15.974866951451677,9.882773461703382
7.1543372781623304,14.084177613438676,3.8582810080238366
5.211041609160429,10.150187933164636,16.19053208572385
5.65534346052193,12.627191762264992,9.201197920539535
